TIME,RATE,ERROR,FRACEXP
16965.0,5.4223766,2.3285997,1.0
16966.0,6.9465203,2.6356251,1.0
16967.0,12.737922,3.5690224,1.0
16968.0,12.563859,3.5445535,1.0
16969.0,12.516398,3.5378523,1.0
16970.0,2.8974566,1.7021917,1.0
16971.0,7.3629775,2.7134807,1.0
16972.0,6.871569,2.6213677,1.0
16973.0,8.351893,2.8899643,1.0
16974.0,12.478266,3.5324588,1.0
16975.0,15.3106985,3.9128888,1.0
16976.0,6.9187093,2.630344,1.0
16977.0,12.415633,3.5235825,1.0
16978.0,6.7399,2.5961318,1.0
16979.0,6.893017,2.6254556,1.0
16980.0,8.217993,2.8667042,1.0
16981.0,5.311329,2.304632,1.0
16982.0,11.398271,3.3761325,1.0
16983.0,2.863939,1.6923176,1.0
16984.0,5.377686,2.3189838,1.0
16985.0,8.233767,2.8694541,1.0
16986.0,15.150823,3.8924057,1.0
16987.0,7.259015,2.6942558,1.0
16988.0,9.179486,3.0297668,1.0
16989.0,4.174805,2.043234,1.0
16990.0,11.156817,3.3401823,1.0
16991.0,13.561927,3.6826522,1.0
16992.0,15.627655,3.953183,1.0
16993.0,5.5474997,2.355313,1.0
16994.0,7.0616193,2.6573708,1.0
16995.0,6.6409564,2.5770054,1.0
16996.0,8.4125,2.9004312,1.0
16997.0,12.7977295,3.5773914,1.0
16998.0,11.087838,3.3298407,1.0
16999.0,2.6025412,1.6132394,1.0
17000.0,10.89038,3.3000576,1.0
17001.0,7.152178,2.6743555,1.0
17002.0,1.546183,1.2434561,1.0
17003.0,11.075405,3.3279731,1.0
17004.0,12.558447,3.5437899,1.0
17005.0,5.524701,2.3504682,1.0
17006.0,12.565006,3.5447152,1.0
17007.0,9.476835,3.0784469,1.0
17008.0,5.292496,2.3005426,1.0
17009.0,10.973882,3.312685,1.0
17010.0,4.3407326,2.0834424,1.0
17011.0,9.683324,3.111804,1.0
17012.0,10.864054,3.2960663,1.0
17013.0,2.8007915,1.6735566,1.0
17014.0,11.143683,3.3382156,1.0
17015.0,10.808998,3.287704,1.0
17016.0,4.048025,2.0119705,1.0
17017.0,9.346908,3.0572712,1.0
17018.0,6.8349767,2.614379,1.0
17019.0,6.8326597,2.6139357,1.0
17020.0,6.7168393,2.5916865,1.0
17021.0,9.97992,3.1591012,1.0
17022.0,11.4085865,3.3776598,1.0
17023.0,5.5704303,2.3601758,1.0
17024.0,6.934009,2.6332507,1.0
17025.0,12.351158,3.5144215,1.0
17026.0,6.8377414,2.6149075,1.0
17027.0,5.8295727,2.414451,1.0
17028.0,6.8264394,2.6127455,1.0
17029.0,6.913696,2.6293907,1.0
17030.0,8.441588,2.9054413,1.0
17031.0,15.683953,3.960297,1.0
17032.0,16.672077,4.0831456,1.0
17033.0,9.6460495,3.105809,1.0
17034.0,5.3671284,2.3167064,1.0
17035.0,8.422929,2.9022284,1.0
17036.0,2.8662715,1.6930066,1.0
17037.0,13.100402,3.6194477,1.0
17038.0,12.15563,3.4864926,1.0
17039.0,9.396536,3.065377,1.0
17040.0,5.6456842,2.3760648,1.0
17041.0,6.83099,2.6136162,1.0
17042.0,5.3963027,2.3229942,1.0
17043.0,8.063148,2.8395681,1.0
17044.0,3.992105,1.9980253,1.0
17045.0,5.503144,2.3458781,1.0
17046.0,6.800208,2.6077209,1.0
17047.0,5.3687277,2.3170514,1.0
17048.0,4.3736906,2.091337,1.0
17049.0,5.7025785,2.3880072,1.0
17050.0,7.3854775,2.7176235,1.0
17051.0,10.953569,3.3096178,1.0
17052.0,11.436619,3.381807,1.0
17053.0,3.8984098,1.9744391,1.0
17054.0,12.223443,3.4962041,1.0
17055.0,8.301773,2.8812797,1.0
17056.0,2.9350166,1.713189,1.0
17057.0,6.943606,2.6350722,1.0
17058.0,7.1616635,2.6761284,1.0
17059.0,3.9332113,1.9832325,1.0
17060.0,5.551736,2.3562121,1.0
17061.0,9.470157,3.077362,1.0
17062.0,12.634337,3.5544813,1.0
17063.0,7.0184326,2.6492324,1.0
17064.0,5.7180552,2.3912456,1.0
17065.0,12.755508,3.5714855,1.0
17066.0,1.3210938,1.1493884,1.0
17067.0,9.787582,3.1285112,1.0
17068.0,10.716299,3.2735758,1.0
17069.0,9.809364,3.1319904,1.0
17070.0,6.765432,2.6010444,1.0
17071.0,10.138305,3.1840703,1.0
17072.0,6.6865993,2.585846,1.0
17073.0,5.44763,2.3340158,1.0
17074.0,6.5046124,2.550414,1.0
17075.0,3.9878702,1.9969653,1.0
17076.0,4.1227465,2.0304546,1.0
17077.0,3.9398675,1.9849099,1.0
17078.0,8.389848,2.8965235,1.0
17079.0,11.060976,3.3258045,1.0
17080.0,11.033142,3.3216174,1.0
17081.0,5.4247766,2.329115,1.0
17082.0,11.090188,3.3301933,1.0
17083.0,8.260675,2.874139,1.0
17084.0,5.64075,2.3750262,1.0
17085.0,4.3858447,2.094241,1.0
17086.0,6.7718883,2.6022851,1.0
17087.0,4.201615,2.0497842,1.0
17088.0,5.465129,2.3377614,1.0
17089.0,8.119421,2.84946,1.0
17090.0,12.33154,3.5116293,1.0
17091.0,6.80538,2.6087122,1.0
17092.0,9.560364,3.0919838,1.0
17093.0,12.531494,3.539985,1.0
17094.0,4.247346,2.060909,1.0
17095.0,5.4604445,2.3367593,1.0
17096.0,11.032315,3.321493,1.0
17097.0,5.36488,2.316221,1.0
17098.0,7.132987,2.6707652,1.0
17099.0,15.103371,3.8863056,1.0
17100.0,11.317283,3.364117,1.0
17101.0,7.2150917,2.6860924,1.0
17102.0,5.603132,2.3670936,1.0
17103.0,15.506376,3.9378138,1.0
17104.0,12.264447,3.5020633,1.0
17105.0,6.91474,2.6295893,1.0
17106.0,4.467198,2.1135747,1.0
17107.0,8.552062,2.9243908,1.0
17108.0,8.276177,2.8768346,1.0
17109.0,6.8991756,2.6266282,1.0
17110.0,4.2039843,2.0503619,1.0
17111.0,6.9225535,2.6310747,1.0
17112.0,7.182582,2.680034,1.0
17113.0,14.131547,3.759195,1.0
17114.0,5.8500414,2.418686,1.0
17115.0,9.424377,3.0699148,1.0
17116.0,2.740153,1.6553408,1.0
17117.0,8.173387,2.8589134,1.0
17118.0,8.450776,2.9070218,1.0
17119.0,9.491304,3.080796,1.0
17120.0,9.767357,3.125277,1.0
17121.0,5.7455897,2.396996,1.0
17122.0,5.59984,2.366398,1.0
17123.0,9.729568,3.1192255,1.0
17124.0,6.9597898,2.6381414,1.0
17125.0,11.215615,3.3489723,1.0
17126.0,5.562333,2.35846,1.0
17127.0,12.4224205,3.5245454,1.0
17128.0,5.296003,2.3013046,1.0
17129.0,11.563879,3.4005704,1.0
17130.0,5.49793,2.3447666,1.0
17131.0,9.915512,3.1488905,1.0
17132.0,8.478082,2.9117146,1.0
17133.0,5.487959,2.3426392,1.0
17134.0,5.496852,2.3445365,1.0
17135.0,6.9248743,2.6315155,1.0
17136.0,8.419004,2.901552,1.0
17137.0,9.615427,3.1008751,1.0
17138.0,8.4199915,2.9017222,1.0
17139.0,4.4177423,2.1018426,1.0
17140.0,6.573844,2.5639508,1.0
17141.0,10.98559,3.3144517,1.0
17142.0,11.28386,3.3591456,1.0
17143.0,12.636728,3.5548177,1.0
17144.0,9.851669,3.138737,1.0
17145.0,10.17758,3.190232,1.0
17146.0,12.026504,3.467925,1.0
17147.0,7.829505,2.7981253,1.0
17148.0,8.457165,2.9081204,1.0
17149.0,8.039741,2.8354437,1.0
17150.0,5.3982997,2.323424,1.0
17151.0,6.7136645,2.591074,1.0
17152.0,11.000448,3.3166924,1.0
17153.0,12.169673,3.4885058,1.0
17154.0,9.505747,3.0831392,1.0
17155.0,8.452713,2.907355,1.0
17156.0,12.1536255,3.486205,1.0
17157.0,4.0571504,2.014237,1.0
17158.0,9.72817,3.1190014,1.0
17159.0,5.2764635,2.2970555,1.0
17160.0,5.427487,2.3296967,1.0
17161.0,6.3833237,2.526524,1.0
17162.0,12.714625,3.5657573,1.0
17163.0,12.454599,3.5291073,1.0
17164.0,9.471653,3.077605,1.0
17165.0,9.588398,3.0965137,1.0
17166.0,4.323282,2.0792503,1.0
17167.0,11.105467,3.3324866,1.0
17168.0,2.7019086,1.6437483,1.0
17169.0,10.72351,3.274677,1.0
17170.0,4.104736,2.0260148,1.0
17171.0,5.3167686,2.305812,1.0
17172.0,5.6406803,2.3750117,1.0
17173.0,10.792757,3.2852333,1.0
17174.0,11.342327,3.3678372,1.0
17175.0,9.983902,3.1597314,1.0
17176.0,8.343334,2.888483,1.0
17177.0,2.8450654,1.6867322,1.0
17178.0,8.376094,2.894148,1.0
17179.0,4.36327,2.088844,1.0
17180.0,14.131094,3.7591348,1.0
17181.0,8.453234,2.9074445,1.0
17182.0,8.533381,2.9211953,1.0
17183.0,15.2484455,3.9049258,1.0
17184.0,4.205024,2.0506155,1.0
17185.0,9.772716,3.1261344,1.0
17186.0,15.171133,3.8950138,1.0
17187.0,4.308075,2.0755904,1.0
17188.0,6.591637,2.5674183,1.0
17189.0,4.006211,2.001552,1.0
17190.0,7.0751915,2.6599233,1.0
17191.0,12.379323,3.5184262,1.0
17192.0,9.624771,3.1023815,1.0
17193.0,11.191718,3.3454025,1.0
17194.0,8.286069,2.8785532,1.0
17195.0,5.587978,2.3638904,1.0
17196.0,7.190596,2.6815288,1.0
17197.0,2.6359334,1.6235558,1.0
17198.0,8.2630825,2.8745577,1.0
17199.0,10.940545,3.3076494,1.0
17200.0,8.505791,2.9164689,1.0
17201.0,7.01029,2.6476953,1.0
17202.0,6.6860337,2.5857365,1.0
17203.0,12.747325,3.5703397,1.0
17204.0,11.340888,3.3676236,1.0
17205.0,7.195666,2.682474,1.0
17206.0,8.255746,2.8732815,1.0
17207.0,7.108968,2.6662648,1.0
17208.0,8.595774,2.931855,1.0
17209.0,4.2388234,2.0588403,1.0
17210.0,8.193132,2.8623648,1.0
17211.0,11.934497,3.4546342,1.0
17212.0,6.6588106,2.5804672,1.0
17213.0,9.646268,3.1058443,1.0
17214.0,8.276804,2.8769436,1.0
17215.0,9.563575,3.092503,1.0
17216.0,12.255892,3.5008416,1.0
17217.0,5.556352,2.3571916,1.0
17218.0,5.617806,2.370191,1.0
17219.0,6.854698,2.6181479,1.0
17220.0,13.769539,3.710733,1.0
17221.0,11.083899,3.329249,1.0
17222.0,12.622617,3.5528321,1.0
17223.0,9.5264845,3.0865004,1.0
17224.0,6.845562,2.6164024,1.0
17225.0,8.432342,2.9038494,1.0
17226.0,13.700402,3.7014055,1.0
17227.0,3.9262276,1.9814711,1.0
17228.0,5.5611067,2.3581998,1.0
17229.0,6.827725,2.6129916,1.0
17230.0,6.9210854,2.6307955,1.0
17231.0,4.239569,2.0590215,1.0
17232.0,6.9786944,2.641722,1.0
17233.0,5.7027617,2.3880455,1.0
17234.0,9.763912,3.124726,1.0
17235.0,8.064281,2.839768,1.0
17236.0,10.008698,3.1636527,1.0
17237.0,8.11904,2.849393,1.0
17238.0,8.2655,2.8749783,1.0
17239.0,5.668008,2.3807578,1.0
17240.0,2.7418425,1.655851,1.0
17241.0,12.07518,3.474936,1.0
17242.0,5.823855,2.4132664,1.0
17243.0,12.355205,3.514997,1.0
17244.0,10.905603,3.3023634,1.0
17245.0,10.778618,3.2830806,1.0
17246.0,4.375613,2.0917966,1.0
17247.0,6.7548327,2.5990062,1.0
17248.0,9.823213,3.1342006,1.0
17249.0,10.858197,3.295178,1.0
17250.0,10.778567,3.283073,1.0
17251.0,5.4656587,2.337875,1.0
17252.0,18.231518,4.2698383,1.0
17253.0,5.4737754,2.33961,1.0
17254.0,8.147598,2.8544,1.0
17255.0,13.88693,3.7265172,1.0
17256.0,5.682608,2.3838222,1.0
17257.0,10.024046,3.1660774,1.0
17258.0,6.6059246,2.5701993,1.0
17259.0,8.526615,2.9200368,1.0
17260.0,11.194312,3.3457901,1.0
17261.0,6.758911,2.5997906,1.0
17262.0,9.421326,3.0694177,1.0
17263.0,11.296464,3.3610213,1.0
17264.0,9.643553,3.105407,1.0
17265.0,4.300577,2.0737834,1.0
17266.0,5.7186685,2.3913739,1.0
17267.0,9.739136,3.1207588,1.0
17268.0,6.9072566,2.628166,1.0
17269.0,8.229392,2.8686917,1.0
17270.0,9.503314,3.0827446,1.0
17271.0,5.5888977,2.364085,1.0
17272.0,9.5556965,3.091229,1.0
17273.0,9.871732,3.1419313,1.0
17274.0,4.3681583,2.090014,1.0
17275.0,7.9491315,2.8194203,1.0
17276.0,11.350228,3.36901,1.0
17277.0,5.69356,2.3861182,1.0
17278.0,8.282798,2.877985,1.0
17279.0,5.107934,2.260074,1.0
17280.0,5.281855,2.2982287,1.0
17281.0,11.714256,3.4226096,1.0
17282.0,5.381962,2.3199055,1.0
17283.0,5.1963367,2.2795475,1.0
17284.0,6.7537093,2.59879,1.0
17285.0,2.729399,1.6520892,1.0
17286.0,9.549654,3.0902514,1.0
17287.0,8.442207,2.9055476,1.0
17288.0,2.826472,1.6812115,1.0
17289.0,6.8381834,2.6149921,1.0
17290.0,11.101452,3.3318841,1.0
17291.0,2.5940216,1.6105967,1.0
17292.0,9.587057,3.0962973,1.0
17293.0,8.203647,2.8642008,1.0
17294.0,7.8258142,2.7974658,1.0
17295.0,7.0968328,2.663988,1.0
17296.0,8.205957,2.8646042,1.0
17297.0,9.468635,3.0771146,1.0
17298.0,2.8239505,1.6804614,1.0
17299.0,7.1578856,2.6754224,1.0
17300.0,9.830531,3.1353679,1.0
17301.0,8.217829,2.8666756,1.0
17302.0,10.776423,3.2827463,1.0
17303.0,6.740945,2.596333,1.0
17304.0,9.451331,3.0743017,1.0
17305.0,10.67883,3.267848,1.0
17306.0,9.90057,3.146517,1.0
17307.0,9.663337,3.1085908,1.0
17308.0,5.274655,2.2966616,1.0
17309.0,13.377594,3.6575394,1.0
17310.0,5.2673974,2.2950811,1.0
17311.0,8.537606,2.9219182,1.0
17312.0,12.344036,3.513408,1.0
17313.0,9.2305765,3.0381863,1.0
17314.0,5.412007,2.3263721,1.0
17315.0,3.9400218,1.9849488,1.0
17316.0,10.99711,3.316189,1.0
17317.0,12.002654,3.4644847,1.0
17318.0,7.1942444,2.6822088,1.0
17319.0,10.041206,3.1687863,1.0
17320.0,12.741883,3.5695775,1.0
17321.0,9.56697,3.093052,1.0
17322.0,6.7585273,2.5997167,1.0
17323.0,10.847687,3.2935827,1.0
17324.0,5.6055984,2.3676145,1.0
17325.0,2.8347929,1.6836843,1.0
17326.0,9.304937,3.0503995,1.0
17327.0,5.411505,2.3262641,1.0
17328.0,4.1535854,2.0380347,1.0
17329.0,5.6326575,2.373322,1.0
17330.0,8.03299,2.834253,1.0
17331.0,4.2761135,2.0678766,1.0
17332.0,9.564608,3.09267,1.0
17333.0,14.997448,3.872654,1.0
17334.0,6.537506,2.5568547,1.0
17335.0,10.821995,3.28968,1.0
17336.0,12.182035,3.4902773,1.0
17337.0,4.175141,2.0433161,1.0
17338.0,8.183417,2.8606672,1.0
17339.0,5.681759,2.383644,1.0
17340.0,9.580018,3.0951605,1.0
17341.0,9.30159,3.0498507,1.0
17342.0,8.086689,2.8437104,1.0
17343.0,4.323886,2.0793955,1.0
17344.0,1.4266309,1.1944165,1.0
17345.0,7.2357907,2.6899426,1.0
17346.0,2.539357,1.593536,1.0
17347.0,6.773142,2.602526,1.0
17348.0,12.316565,3.5094965,1.0
17349.0,7.003761,2.646462,1.0
17350.0,15.505123,3.9376545,1.0
17351.0,4.380292,2.0929146,1.0
17352.0,3.9176562,1.9793069,1.0
17353.0,2.7469366,1.6573884,1.0
17354.0,2.6641874,1.6322339,1.0
17355.0,5.5406494,2.3538585,1.0
17356.0,3.737242,1.9331948,1.0
17357.0,8.056419,2.8383832,1.0
17358.0,7.1247716,2.669227,1.0
17359.0,7.0303526,2.6514812,1.0
17360.0,5.5830064,2.3628387,1.0
17361.0,9.781803,3.1275873,1.0
17362.0,5.3504095,2.3130953,1.0
17363.0,5.345643,2.3120646,1.0
17364.0,5.353038,2.3136632,1.0
17365.0,6.7366304,2.595502,1.0
17366.0,11.008676,3.3179324,1.0
17367.0,16.483564,4.0599957,1.0
17368.0,2.5742702,1.6044532,1.0
17369.0,9.735502,3.1201766,1.0
17370.0,6.867004,2.620497,1.0
17371.0,12.241397,3.4987707,1.0
17372.0,3.987242,1.9968079,1.0
17373.0,8.27467,2.8765726,1.0
17374.0,5.7639093,2.4008143,1.0
17375.0,9.606474,3.0994313,1.0
17376.0,10.897867,3.3011918,1.0
17377.0,6.7826247,2.6043472,1.0
17378.0,5.2849913,2.2989109,1.0
17379.0,5.4366965,2.3316724,1.0
17380.0,10.775707,3.2826374,1.0
17381.0,6.469984,2.5436163,1.0
17382.0,8.162709,2.8570457,1.0
17383.0,5.677663,2.3827846,1.0
17384.0,8.341455,2.8881578,1.0
17385.0,7.034137,2.6521947,1.0
17386.0,8.583306,2.929728,1.0
17387.0,6.722526,2.5927835,1.0
17388.0,9.3984,3.065681,1.0
17389.0,10.908768,3.3028424,1.0
17390.0,8.224938,2.8679154,1.0
17391.0,5.341772,2.3112273,1.0
17392.0,9.592941,3.0972474,1.0
17393.0,3.9118583,1.9778419,1.0
17394.0,5.2242026,2.2856514,1.0
17395.0,7.8711743,2.8055613,1.0
17396.0,14.838805,3.852117,1.0
17397.0,8.040377,2.8355558,1.0
17398.0,9.236821,3.039214,1.0
17399.0,8.066287,2.840121,1.0
17400.0,6.5809107,2.5653286,1.0
17401.0,8.228987,2.868621,1.0
17402.0,6.5363693,2.5566325,1.0
17403.0,6.5296793,2.5553236,1.0
17404.0,12.281479,3.5044942,1.0
17405.0,11.093114,3.3306327,1.0
17406.0,10.920283,3.3045852,1.0
17407.0,3.9730816,1.9932591,1.0
17408.0,9.374491,3.061779,1.0
17409.0,10.851305,3.294132,1.0
17410.0,2.6791415,1.6368083,1.0
17411.0,2.679055,1.6367819,1.0
17412.0,12.628308,3.5536332,1.0
17413.0,4.0659723,2.0164256,1.0
17414.0,6.785209,2.6048434,1.0
17415.0,7.0291095,2.6512468,1.0
17416.0,3.8446782,1.960785,1.0
17417.0,9.461284,3.0759199,1.0
17418.0,6.8892694,2.6247418,1.0
17419.0,5.48777,2.342599,1.0
17420.0,5.2044034,2.281316,1.0
17421.0,6.480325,2.5456483,1.0
17422.0,5.369024,2.3171153,1.0
17423.0,8.085366,2.8434777,1.0
17424.0,9.543858,3.0893135,1.0
17425.0,11.126654,3.3356638,1.0
17426.0,9.865237,3.1408975,1.0
17427.0,5.327381,2.3081121,1.0
17428.0,10.745083,3.2779694,1.0
17429.0,6.648249,2.57842,1.0
17430.0,6.962385,2.6386333,1.0
17431.0,10.515178,3.2427115,1.0
17432.0,12.579023,3.546692,1.0
17433.0,5.4324584,2.3307636,1.0
17434.0,6.6249266,2.5738933,1.0
17435.0,6.5483785,2.55898,1.0
17436.0,6.7910504,2.6059644,1.0
17437.0,10.971248,3.3122873,1.0
17438.0,13.548875,3.6808796,1.0
17439.0,13.654829,3.695244,1.0
17440.0,8.163308,2.8571503,1.0
17441.0,8.147138,2.854319,1.0
17442.0,9.432075,3.0711682,1.0
17443.0,5.4686213,2.3385084,1.0
17444.0,10.832468,3.2912714,1.0
17445.0,16.662025,4.0819144,1.0
17446.0,9.396681,3.0654006,1.0
17447.0,11.0616,3.3258984,1.0
17448.0,2.813188,1.6772561,1.0
17449.0,12.276103,3.503727,1.0
17450.0,7.922168,2.8146346,1.0
17451.0,6.6946683,2.5874057,1.0
17452.0,8.036056,2.8347938,1.0
17453.0,4.119375,2.0296245,1.0
17454.0,15.275152,3.908344,1.0
17455.0,4.320049,2.0784726,1.0
17456.0,4.0715694,2.017813,1.0
17457.0,4.043896,2.0109441,1.0
17458.0,3.9036613,1.9757686,1.0
17459.0,8.209356,2.8651974,1.0
17460.0,2.6090472,1.6152545,1.0
17461.0,3.9712188,1.9927918,1.0
17462.0,9.266335,3.0440655,1.0
17463.0,9.317831,3.0525122,1.0
17464.0,13.330479,3.6510928,1.0
17465.0,5.412029,2.3263767,1.0
17466.0,8.238556,2.8702884,1.0
17467.0,9.421082,3.0693781,1.0
17468.0,6.7984414,2.607382,1.0
17469.0,7.9688716,2.822919,1.0
17470.0,8.02287,2.832467,1.0
17471.0,14.755363,3.8412712,1.0
17472.0,6.6805396,2.584674,1.0
17473.0,4.123626,2.0306714,1.0
17474.0,6.806028,2.6088364,1.0
17475.0,10.6588955,3.2647965,1.0
17476.0,6.7583423,2.5996811,1.0
17477.0,2.7154374,1.6478584,1.0
17478.0,2.6819348,1.6376613,1.0
17479.0,11.072466,3.3275316,1.0
17480.0,13.114167,3.6213489,1.0
17481.0,8.170491,2.858407,1.0
17482.0,7.9380255,2.8174503,1.0
17483.0,9.414639,3.0683284,1.0
17484.0,4.0014544,2.0003636,1.0
17485.0,7.9563866,2.8207068,1.0
17486.0,11.980578,3.4612973,1.0
17487.0,1.3171536,1.1476731,1.0
17488.0,15.044163,3.8786805,1.0
17489.0,5.4165683,2.3273523,1.0
17490.0,9.759765,3.1240623,1.0
17491.0,5.417913,2.327641,1.0
17492.0,0.0,0.0,1.0
17493.0,3.9071856,1.9766603,1.0
17494.0,6.5083437,2.5511456,1.0
17495.0,2.6920774,1.6407552,1.0
17496.0,6.5555673,2.5603843,1.0
17497.0,5.3660526,2.3164742,1.0
17498.0,7.876537,2.806517,1.0
17499.0,6.7342334,2.59504,1.0
17500.0,7.9559026,2.820621,1.0
17501.0,6.589317,2.5669665,1.0
17502.0,5.370056,2.3173382,1.0
17503.0,2.5443487,1.5951015,1.0
17504.0,8.092823,2.8447888,1.0
17505.0,2.53265,1.5914302,1.0
17506.0,6.5197268,2.5533755,1.0
17507.0,10.654313,3.2640946,1.0
17508.0,6.5774508,2.564654,1.0
17509.0,16.24342,4.0303125,1.0
17510.0,12.425612,3.5249982,1.0
17511.0,8.178794,2.859859,1.0
17512.0,9.338472,3.0558915,1.0
17513.0,7.9380426,2.8174531,1.0
17514.0,4.0671935,2.0167284,1.0
17515.0,13.718404,3.7038364,1.0
17516.0,8.233409,2.8693917,1.0
17517.0,2.7172387,1.6484048,1.0
17518.0,12.384309,3.5191348,1.0
17519.0,6.946542,2.6356292,1.0
17520.0,9.689642,3.112819,1.0
17521.0,3.966237,1.9915414,1.0
17522.0,4.019059,2.004759,1.0
17523.0,11.690691,3.4191651,1.0
17524.0,3.9809928,1.9952426,1.0
17525.0,14.793704,3.8462584,1.0
17526.0,4.142039,2.0351999,1.0
17527.0,13.349482,3.6536942,1.0
17528.0,4.151097,2.037424,1.0
17529.0,8.130131,2.8513384,1.0
17530.0,2.7107983,1.6464502,1.0
17531.0,3.9502287,1.9875182,1.0
17532.0,12.521822,3.5386186,1.0
17533.0,10.9260435,3.3054566,1.0
17534.0,2.652469,1.6286402,1.0
17535.0,6.8850093,2.6239302,1.0
17536.0,9.354357,3.0584893,1.0
17537.0,5.405818,2.3250415,1.0
17538.0,12.095135,3.477806,1.0
17539.0,9.504356,3.0829136,1.0
17540.0,7.8094707,2.794543,1.0
17541.0,11.964625,3.458992,1.0
17542.0,6.833017,2.614004,1.0
17543.0,11.023405,3.3201513,1.0
17544.0,4.035535,2.0088642,1.0
17545.0,7.8645463,2.80438,1.0
17546.0,5.333818,2.309506,1.0
17547.0,12.476057,3.5321462,1.0
17548.0,6.660267,2.5807493,1.0
17549.0,11.284004,3.359167,1.0
17550.0,0.0,0.0,1.0
17551.0,13.54504,3.6803586,1.0
17552.0,4.072061,2.0179348,1.0
17553.0,6.751904,2.5984426,1.0
17554.0,9.376848,3.062164,1.0
17555.0,3.964465,1.9910964,1.0
17556.0,10.47063,3.2358353,1.0
17557.0,6.703136,2.5890415,1.0
17558.0,0.0,0.0,1.0
17559.0,9.340457,3.056216,1.0
17560.0,10.647142,3.262996,1.0
17561.0,8.102059,2.8464117,1.0
17562.0,12.097009,3.4780755,1.0
17563.0,5.2671604,2.2950294,1.0
17564.0,13.309798,3.6482596,1.0
17565.0,5.6873274,2.3848119,1.0
17566.0,10.664226,3.2656126,1.0
17567.0,3.9128616,1.9780954,1.0
17568.0,9.5392,3.0885594,1.0
17569.0,8.301223,2.8811843,1.0
17570.0,8.106226,2.8471434,1.0
17571.0,10.891411,3.3002138,1.0
17572.0,11.936413,3.4549115,1.0
17573.0,8.136279,2.8524163,1.0
17574.0,9.151068,3.0250733,1.0
17575.0,10.8011465,3.2865098,1.0
17576.0,9.372244,3.061412,1.0
17577.0,8.311793,2.883018,1.0
17578.0,6.558487,2.5609543,1.0
17579.0,9.333131,3.0550172,1.0
17580.0,9.075535,3.0125628,1.0
17581.0,9.10835,3.0180042,1.0
17582.0,9.23089,3.038238,1.0
17583.0,14.458353,3.8024142,1.0
17584.0,9.3856,3.0635927,1.0
17585.0,6.78624,2.6050413,1.0
17586.0,9.7643795,3.1248007,1.0
17587.0,9.177856,3.0294976,1.0
17588.0,9.247442,3.0409608,1.0
17589.0,4.0531273,2.013238,1.0
17590.0,3.8526454,1.9628156,1.0
17591.0,9.207343,3.0343604,1.0
17592.0,3.9904337,1.997607,1.0
17593.0,10.652308,3.2637875,1.0
17594.0,7.819783,2.7963874,1.0
17595.0,7.7276564,2.7798662,1.0
17596.0,6.964556,2.6390445,1.0
17597.0,10.731763,3.2759368,1.0
17598.0,4.1894283,2.0468092,1.0
17599.0,6.6522923,2.5792038,1.0
17600.0,9.460978,3.0758703,1.0
17601.0,5.4929295,2.3437,1.0
17602.0,1.2454525,1.1159984,1.0
17603.0,11.956078,3.457756,1.0
17604.0,5.1779814,2.275518,1.0
17605.0,9.183217,3.0303824,1.0
17606.0,6.7880216,2.6053832,1.0
17607.0,10.465581,3.235055,1.0
17608.0,12.369731,3.517063,1.0
17609.0,10.727994,3.2753615,1.0
17610.0,7.7853384,2.790222,1.0
17611.0,6.4873238,2.5470226,1.0
17612.0,6.9592304,2.6380353,1.0
17613.0,5.1600323,2.2715704,1.0
17614.0,10.463599,3.2347486,1.0
17615.0,10.770589,3.2818575,1.0
17616.0,10.655,3.2641997,1.0
17617.0,5.522885,2.350082,1.0
17618.0,9.193824,3.032132,1.0
17619.0,9.267353,3.0442328,1.0
17620.0,10.670839,3.2666252,1.0
17621.0,6.7723727,2.6023784,1.0
17622.0,6.906235,2.6279716,1.0
17623.0,13.069815,3.6152198,1.0
17624.0,4.021569,2.005385,1.0
17625.0,5.568117,2.359686,1.0
17626.0,7.679543,2.7711987,1.0
17627.0,10.578157,3.252408,1.0
17628.0,7.939608,2.817731,1.0
17629.0,5.0670223,2.2510047,1.0
17630.0,1.2260658,1.1072786,1.0
17631.0,12.192452,3.4917693,1.0
17632.0,5.3355446,2.3098798,1.0
17633.0,9.131223,3.0217912,1.0
17634.0,6.5972075,2.568503,1.0
17635.0,13.214756,3.6352105,1.0
17636.0,17.168865,4.1435328,1.0
17637.0,8.014554,2.8309987,1.0
17638.0,10.526197,3.2444103,1.0
17639.0,9.0355625,3.0059211,1.0
17640.0,1.4034634,1.1846786,1.0
17641.0,11.826986,3.4390385,1.0
17642.0,6.817418,2.6110187,1.0
17643.0,3.9719713,1.9929805,1.0
17644.0,5.3004766,2.3022764,1.0
17645.0,7.8208876,2.796585,1.0
17646.0,11.848562,3.442174,1.0
17647.0,12.185665,3.4907973,1.0
17648.0,6.726472,2.5935442,1.0
17649.0,6.954389,2.6371176,1.0
17650.0,3.8516989,1.9625746,1.0
17651.0,14.284214,3.7794464,1.0
17652.0,9.3455715,3.0570529,1.0
17653.0,10.638281,3.2616377,1.0
17654.0,10.414802,3.2271972,1.0
17655.0,14.787848,3.8454971,1.0
17656.0,12.098604,3.4783049,1.0
17657.0,11.699576,3.4204643,1.0
17658.0,9.067698,3.0112617,1.0
17659.0,2.8050985,1.6748428,1.0
17660.0,3.9319553,1.9829159,1.0
